title	author	arxiv	type
SSMBA: Self-Supervised Manifold Based Data Augmentation for Improving Out-of-Domain Robustness	Nathan Ng, Kyunghyun Cho and Marzyeh Ghassemi	https://arxiv.org/abs/2009.10195	long
Stepwise Extractive Summarization and Planning with Structured Transformers	Shashi Narayan, Joshua Maynez, Jakub Adamek, Daniele Pighin, Blaz Bratanic and Ryan McDonald	http://arxiv.org/abs/2010.02744	long
STL-CQA: Structure-based Transformers with Localization and Encoding for Chart Question Answering	Hrituraj Singh and Sumit Shekhar	N/A	long
Structural Supervision Improves Few-Shot Learning and Syntactic Generalization in Neural Language Models	Ethan Wilcox, Peng Qian, Richard Futrell, Ryosuke Kohita, Roger Levy and Miguel Ballesteros	https://arxiv.org/abs/2010.05725	long
Structured Attention for Unsupervised Dialogue Structure Induction	Liang Qiu, Yizhou Zhao, Weiyan Shi, Yuan Liang, Feng Shi, Tao Yuan, Zhou Yu and Song-Chun Zhu	https://arxiv.org/abs/2009.08552	long
Structured Pruning of Large Language Models	Ziheng Wang, Jeremy Wohlwend and Tao Lei	https://arxiv.org/abs/1910.04732	long
Sub-Instruction Aware Vision-and-Language Navigation	Yicong Hong, Cristian Rodriguez, Qi Wu and Stephen Gould	https://arxiv.org/abs/2004.02707	long
SubjQA: A Dataset for Subjectivity and Review Comprehension	Johannes Bjerva, Nikita Bhutani, Behzad Golshan, Wang-Chiew Tan and Isabelle Augenstein	https://arxiv.org/abs/2004.14283	long
Substance over Style: Document-Level Targeted Content Transfer	Allison Hegel, Sudha Rao, Asli Celikyilmaz and Bill Dolan	N/A	long
Surprisal Predicts Code-Switching in Chinese-English Bilingual Text	Jesús Calvillo, Le Fang, Jeremy Cole and David Reitter	N/A	long
SynSetExpan: An Iterative Framework for Joint Entity Set Expansion and Synonym Discovery	Jiaming Shen, Wenda Qiu, Jingbo Shang, Michelle Vanni, Xiang Ren and Jiawei Han	https://arxiv.org/abs/2009.13827	long
Systematic Comparison of Neural Architectures and Training Approaches for Open Information Extraction	Patrick Hohenecker, Frank Mtumbuka, Vid Kocijan and Thomas Lukasiewicz	N/A	long
T3: Tree-Autoencoder Regularized Adversarial Text Generation for Targeted Attack	Boxin Wang, Hengzhi Pei, Boyuan Pan, Qian Chen, Shuohang Wang and Bo Li	https://arxiv.org/abs/1912.10375	long
Tackling the Low-resource Challenge for Canonical Segmentation	Manuel Mager, Özlem Çetinoğlu and Katharina Kann	https://arxiv.org/abs/2010.02804	long
Targeted Finetuning for NMT with Conditional Generative-Discriminative Loss	Prathyusha Jwalapuram, Shafiq Joty and Youlin Shen	N/A	long
Task-Completion Dialogue Policy Learning via Monte Carlo Tree Search with Dueling Network	Sihan Wang, kaijie zhou, Kunfeng Lai and Jianping Shen	https://arxiv.org/abs/2005.03063	long
Tasty Burgers, Soggy Fries: Probing Aspect Robustness in Aspect-Based Sentiment Analysis	Xiaoyu Xing, Zhijing Jin, Di Jin, Bingning Wang, Qi Zhang and Xuanjing Huang	https://arxiv.org/abs/2009.07964	long
TeaForN: Teacher-Forcing with N-grams	Sebastian Goodman, Nan Ding and Radu Soricut	https://arxiv.org/abs/2010.03494	long
TED-CDB: A Large-Scale Chinese Discourse Relation Dataset on TED Talks	Wanqiu Long, Bonnie Webber and Deyi Xiong	N/A	long
Tell Me How to Ask Again: Question Data Augmentation with Controllable Rewriting in Continuous Space	Dayiheng Liu, Yeyun Gong, Jie Fu, Yu Yan, Jiusheng Chen, Jiancheng Lv, Nan Duan and Ming Zhou	https://arxiv.org/abs/2010.01475	long
TeMP: Temporal Message Passing for Temporal Knowledge Graph Completion	Jiapeng Wu, Meng Cao, Jackie Chi Kit Cheung and William L. Hamilton	https://arxiv.org/abs/2010.03526	long
Template Guided Text Generation for Task Oriented Dialogue	Mihir Kale and Abhinav Rastogi	https://arxiv.org/abs/2008.03391	long
Temporal Knowledge Base Completion: New Algorithms and Evaluation Protocols	Prachi Jain, Sushant Rathi, Mausam - and Soumen Chakrabarti	https://arxiv.org/abs/2005.05035	long
TernaryBERT: Distillation-aware Ultra-low Bit BERT	Wei Zhang, Lu Hou, Yichun Yin, Lifeng Shang, Xiao Chen, Xin Jiang and Qun Liu	https://arxiv.org/abs/2009.12812	long
TESA: A Task in Entity Semantic Aggregation for Abstractive Summarization	Clément Jumel, Annie Louis and Jackie Chi Kit Cheung	N/A	long
Text Segmentation by Cross Segment Attention	Michal Lukasik, Boris Dadachev, Kishore Papineni and Goncalo Simoes	https://arxiv.org/abs/2004.14535	long
Textual Data Augmentation for Efficient Active Learning on Tiny Datasets	Husam Quteineh, Spyridon Samothrakis and Richard Sutcliffe	https://arxiv.org/pdf/1911.03118	long
The Curse of Performance Instability in Analysis Datasets: Consequences, Source, and Suggestions	Xiang Zhou, Yixin Nie, Hao Tan and Mohit Bansal	https://arxiv.org/abs/2004.13606	long
The Grammar of Emergent Languages	Oskar van der Wal, Silvan de Boer, Elia Bruni and Dieuwke Hupkes	https://arxiv.org/abs/2010.02069	long
The Secret is in the Spectra: Predicting Cross-lingual Task Performance with Spectral Similarity Measures	Haim Dubossarsky, Ivan Vulić, Roi Reichart and Anna Korhonen	N/A	long
The World is not Binary: Learning to Rank with Grayscale Data for Dialogue Response Selection	Zibo Lin, Deng Cai, Yan Wang, Xiaojiang Liu, Haitao Zheng and Shuming Shi	https://arxiv.org/abs/2004.02421	long
To Schedule or not to Schedule: Extracting Task Specific Temporal Entities and Associated Negation Constraints	Barun Patra, Chala Fufa, Pamela Bhattacharya and Charles Lee	N/A	long
TOD-BERT: Pre-trained Natural Language Understanding for Task-Oriented Dialogue	Chien-Sheng Wu, Steven C.H. Hoi, Richard Socher and Caiming Xiong	https://arxiv.org/abs/2004.06871	long
Token-level Adaptive Training for Neural Machine Translation	Shuhao Gu, Jinchao Zhang, Fandong Meng, Yang Feng, Wanying Xie, Jie Zhou and Dong Yu	https://arxiv.org/abs/2010.04380	long
Top-Rank-Focused Adaptive Vote Collection for the Evaluation of Domain-Specific Semantic Models	Pierangelo Lombardo, Alessio Boiardi, Luca Colombo, Angelo Schiavone and Nicolò Tamagnone	https://arxiv.org/abs/2010.04486	long
TORQUE: A Reading Comprehension Dataset of Temporal Ordering Questions	Qiang Ning, Hao Wu, Rujun Han, Nanyun Peng, Matt Gardner and Dan Roth	https://arxiv.org/abs/2005.00242	long
ToTTo: A Controlled Table-To-Text Generation Dataset	Ankur Parikh, Xuezhi Wang, Sebastian Gehrmann, Manaal Faruqui, Bhuwan Dhingra, Diyi Yang and Dipanjan Das	https://arxiv.org/abs/2004.14373	long
Towards Debiasing NLU Models from Unknown Biases	Prasetya Ajie Utama, Nafise Sadat Moosavi and Iryna Gurevych	https://arxiv.org/abs/2009.12303	long
Towards Detecting and Exploiting Disambiguation Biases in Neural Machine Translation	Denis Emelin, Ivan Titov and Rico Sennrich	N/A	long
Towards Enhancing Faithfulness for Neural Machine Translation	Rongxiang Weng, Heng Yu, Xiangpeng Wei and Weihua Luo	https://arxiv.org/abs/1912.00178	long
Towards Interpretable Reasoning over Paragraph Effects in Situation	Mucheng Ren, Xiubo Geng, Tao QIN, Heyan Huang and Daxin Jiang	https://arxiv.org/abs/2010.01272	long
Towards Medical Machine Reading Comprehension with Structural Knowledge and Plain Text	Dongfang Li, Baotian Hu, Qingcai Chen, Weihua Peng and Anqi Wang	N/A	long
Towards More Accurate Uncertainty Estimation In Text Classification	Jianfeng He, Xuchao Zhang, Shuo Lei, Zhiqian Chen, Fanglan Chen, Abdulaziz Alhamadani, Bei Xiao and ChangTien Lu	https://arxiv.org/abs/1810.12278	long
Towards Persona-Based Empathetic Conversational Models	Peixiang Zhong, Chen Zhang, Hao Wang, Yong Liu and Chunyan Miao	https://arxiv.org/abs/2004.12316	long
Training for Gibbs Sampling on Conditional Random Fields with Neural Scoring Factors	Sida Gao and Matthew R. Gormley	N/A	long
Training Question Answering Models From Synthetic Data	Raul Puri, Ryan Spring, Mohammad Shoeybi, Mostofa Patwary and Bryan Catanzaro	https://arxiv.org/abs/2002.09599	long
Transformer Based Multi-Source Domain Adaptation	Dustin Wright and Isabelle Augenstein	http://arxiv.org/abs/2009.07806	long
Translation Artifacts in Cross-lingual Transfer Learning	Mikel Artetxe, Gorka Labaka and Eneko Agirre	https://arxiv.org/abs/2004.04721	long
Translationese in Machine Translation Evaluation	Yvette Graham, Barry Haddow and Philipp Koehn	https://arxiv.org/abs/1906.09833	long
Two are Better Than One: Joint Entity and Relation Extraction with Table-Sequence Encoders	Jue WANG and Wei Lu	https://arxiv.org/abs/2010.03851	long
Type B Reflexivization as an Unambiguous Testbed for Multilingual Multi-Task Gender Bias	Ana Valeria González, Maria Barrett, Rasmus Hvingelby, Kellie Webster and Anders Søgaard	http://arxiv.org/abs/2009.11982	long
UDapter: Language Adaptation for Truly Universal Dependency Parsing	Ahmet Üstün, Arianna Bisazza, Gosse Bouma and Gertjan van Noord	https://arxiv.org/abs/2004.14327	long
Uncertainty-Aware Label Refinement for Sequence Labeling	Tao Gui, Jiacheng Ye, Qi Zhang, Zhengyan Li, Zichu Fei, Yeyun Gong and Xuanjing Huang	https://arxiv.org/abs/2006.15315	long
Uncertainty-Aware Semantic Augmentation for Neural Machine Translation	Xiangpeng Wei, Heng Yu, Yue Hu, Rongxiang Weng, Luxi Xing and Weihua Luo	https://arxiv.org/abs/2010.04411	long
Understanding Procedural Text using Interactive Entity Networks	Jizhi Tang, Yansong Feng and Dongyan Zhao	N/A	long
Understanding the Difficulty of Training Transformers	Liyuan Liu, Xiaodong Liu, Jianfeng Gao, Weizhu Chen and Jiawei Han	https://arxiv.org/abs/2004.08249	long
Understanding the Mechanics of SPIGOT: Surrogate Gradients for Latent Structure Learning	Tsvetomila Mihaylova, Vlad Niculae and André F. T. Martins	https://arxiv.org/abs/2010.02357	long
UniConv: A Unified Conversational Neural Architecture for Multi-domain Task-oriented Dialogues	Hung Le, Doyen Sahoo, Chenghao Liu, Nancy Chen and Steven C.H. Hoi	https://arxiv.org/abs/2004.14307	long
Unified Feature and Instance Based Domain adaptation for End-to-End Aspect-based Sentiment Analysis	Chenggong Gong, Jianfei Yu and Rui Xia	N/A	long
UNION: An Unreferenced Metric for Evaluating Open-ended Story Generation	Jian Guan and Minlie Huang	https://arxiv.org/abs/2009.07602	long
Universal Natural Language Processing with Limited Annotations: Try Few-shot Textual Entailment as a Start	Wenpeng Yin, Nazneen Fatema Rajani, Dragomir Radev, Richard Socher and Caiming Xiong	https://arxiv.org/abs/2010.02584	long
Unsupervised Adaptation of Question Answering Systems via Generative Self-training	Steven Rennie, Etienne Marcheret, Neil Mallinar, David Nahamoo and Vaibhava Goel	https://arxiv.org/abs/1911.02645	long
Unsupervised Commonsense Question Answering with Self-Talk	Vered Shwartz, Peter West, Ronan Le Bras, Chandra Bhagavatula and Yejin Choi	https://arxiv.org/abs/2004.05483	long
Unsupervised Cross-Lingual Part-of-Speech Tagging for Truly Low-Resource Scenarios	Ramy Eskander, Smaranda Muresan and Michael Collins	https://arxiv.org/pdf/2004.13305	long
Unsupervised Discovery of Implicit Gender Bias	Anjalie Field and Yulia Tsvetkov	https://arxiv.org/abs/2004.08361	long
Unsupervised Natural Language Inference via Decoupled Multimodal Contrastive Learning	Wanyun Cui, Guangyu Zheng and Wei Wang	N/A	long
Unsupervised Parsing via Constituency Tests	Steven Cao, Nikita Kitaev and Dan Klein	https://arxiv.org/abs/2010.03146	long
Unsupervised Parsing with S-DIORA: Single Tree Encoding for Deep Inside-Outside Recursive Autoencoders	Andrew Drozdov, Subendhu Rongali, Yi-Pei Chen, Tim O'Gorman, Mohit Iyyer and Andrew McCallum	N/A	long
Unsupervised Question Decomposition for Question Answering	Ethan Perez, Patrick Lewis, Wen-tau Yih, Kyunghyun Cho and Douwe Kiela	https://arxiv.org/abs/2002.09758	long
Unsupervised Reference-Free Summary Quality Evaluation via Contrastive Learning	Hanlu Wu, Tengfei Ma, Lingfei Wu, Tariro Manyumwa and Shouling Ji	https://arxiv.org/abs/2010.01781	long
Unsupervised Stance Detection for Arguments from Consequences	Jonathan Kobbe, Ioana Hulpuș and Heiner Stuckenschmidt	https://arxiv.org/abs/1904.02000	long
Variational Hierarchical Dialog Autoencoder for Dialog State Tracking Data Augmentation	Kang Min Yoo, Hanbit Lee, Franck Dernoncourt, Trung Bui, Walter Chang and Sang-goo Lee	https://arxiv.org/abs/2001.08604	long
VCDM: Leveraging Variational Bi-encoding and Deep Contextualized Word Representations for Improved Definition Modeling	Machel Reid, Edison Marrese-Taylor and Yutaka Matsuo	https://arxiv.org/abs/2010.03124	long
VD-BERT: A Unified Vision and Dialog Transformer with BERT	Yue Wang, Shafiq Joty, Michael Lyu, Irwin King, Caiming Xiong and Steven C.H. Hoi	https://arxiv.org/abs/2004.13278	long
Vector-Vector-Matrix Architecture: A Novel Hardware-Aware Framework for Low-Latency Inference in NLP Applications	Matthew Khoury, Rumen Dangovski, Longwu Ou, Preslav Nakov, Yichen Shen and Li Jing	https://arxiv.org/abs/2005.14187	long
Video2Commonsense: Generating Commonsense Descriptions to Enrich Video Captioning	Zhiyuan Fang, Tejas Gokhale, Pratyay Banerjee, Chitta Baral and Yezhou Yang	https://arxiv.org/abs/2003.05162	long
Visually Grounded Compound PCFGs	Yanpeng Zhao and Ivan Titov	https://arxiv.org/abs/2009.12404	long
Visually Grounded Continual Learning of Compositional Phrases	Xisen Jin, Junyi Du, Arka Sadhu, Ram Nevatia and Xiang Ren	https://arxiv.org/abs/2005.00785	long
VMSMO: Learning to Generate Multimodal Summary for Video-based News Articles	Mingzhe Li, Xiuying Chen, Shen Gao, Zhangming Chan, Dongyan Zhao and Rui Yan	https://arxiv.org/abs/2010.05406	long
Vokenization: Improving Language Understanding via Contextualized, Visually-Grounded Supervision	Hao Tan and Mohit Bansal	http://arxiv.org/abs/2010.06775	long
VolTAGE: Volatility forecasting via Text-Audio fusion with Graph convolution networks for Earnings calls	Ramit Sawhney, Piyush Khanna, Arshiya Aggarwal, Taru Jain, Puneet Mathur and Rajiv Ratn Shah	N/A	long
Wasserstein Distance Regularized Sequence Representation for Text Matching in Asymmetrical Domains	Weijie Yu, Chen Xu, Jun Xu, Liang Pang, Xiaopeng Gao, Xiaozhao Wang and Ji-Rong Wen	N/A	long
We Can Detect Your Bias: Predicting the Political Ideology of News Articles	Ramy Baly, Giovanni Da San Martino, James Glass and Preslav Nakov	N/A	long
Weakly Supervised Learning of Nuanced Frames for Analyzing Polarization in News Media	Shamik Roy and Dan Goldwasser	https://arxiv.org/abs/2009.09609	long
Weakly Supervised Subevent Knowledge Acquisition	Wenlin Yao, Zeyu Dai, Maitreyi Ramaswamy, Bonan Min and Ruihong Huang	https://arxiv.org/abs/1707.09410	long
Weakly-Supervised Text Classification Using Label Names Only	Yu Meng, Yunyi Zhang, Jiaxin Huang, Chenyan Xiong, Heng Ji, Chao Zhang and Jiawei Han	https://arxiv.org/pdf/1809.01478	long
What Can We Learn from Collective Human Opinions on Natural Language Inference Data?	Yixin Nie, Xiang Zhou and Mohit Bansal	http://arxiv.org/abs/2010.03532	long
What do Models Learn from Question Answering Datasets?	Priyanka Sen and Amir Saffari	https://arxiv.org/abs/2004.03490	long
What Do Position Embeddings Learn? An Empirical Study of Pre-Trained Language Model Positional Encoding	Yu-An Wang and Yun-Nung Chen	https://arxiv.org/abs/2010.04903	long
"""What Do You Mean by That?"" - A Parser-Independent Interactive Approach for Enhancing Text-to-SQL"	Yuntao Li, Bei Chen, Qian Liu, Yan Gao, Jian-Guang LOU, Yan Zhang and Dongmei Zhang	N/A	long
What Have We Achieved on Text Summarization?	Dandan Huang, Leyang Cui, Sen Yang, Guangsheng Bao, Wang Kun, Jun Xie and Yue Zhang	https://arxiv.org/abs/2010.04529	long
What is More Likely to Happen Next? Video-and-Language Future Event Prediction	Jie Lei, Licheng Yu, Tamara Berg and Mohit Bansal	https://arxiv.org/pdf/1908.00943	long
What time is it? Temporal Analysis of Novels	Allen Kim, Charuta Pethe and Steve Skiena	N/A	long
When BERT Plays the Lottery, All Tickets Are Winning	Sai Prasanna, Anna Rogers and Anna Rumshisky	https://arxiv.org/abs/2005.00561	long
When Hearst Is not Enough: Improving Hypernymy Detection from Corpus with Distributional Models	Changlong Yu, Jialong Han, Peifeng Wang, Yangqiu Song, Hongming Zhang, Wilfred Ng and Shuming Shi	https://arxiv.org/abs/2010.04941	long
Where are the Facts? Searching for Fact-checked Information to Alleviate the Spread of Fake News	Nguyen Vo and Kyumin Lee	https://arxiv.org/abs/2010.03159	long
Where Are You? Localization from Embodied Dialog	Meera Hahn, Jacob Krantz, Dhruv Batra, Devi Parikh, James Rehg, Stefan Lee and Peter Anderson	N/A	long
Which *BERT? A Survey Organizing Contextualized Encoders	Patrick Xia, Shijie Wu and Benjamin Van Durme	https://arxiv.org/abs/2010.00854	long
Widget Captioning: Generating Natural Language Description for Mobile User Interface Elements	Yang Li, Gang Li, Luheng He, Jingjie Zheng, Hong Li and Zhiwei Guan	https://arxiv.org/abs/2010.04295	long
Will I Sound Like Me? Improving Persona Consistency in Dialogues through Pragmatic Self-Consciousness	Hyunwoo Kim, Byeongchang Kim and Gunhee Kim	https://arxiv.org/abs/2004.05816	long
With Little Power Comes Great Responsibility	Dallas Card, Peter Henderson, Urvashi Khandelwal, Robin Jia, Kyle Mahowald and Dan Jurafsky	https://arxiv.org/abs/2010.06595	long
With More Contexts Comes Better Performance: Contextualized Sense Embeddings for All-Round Word Sense Disambiguation	Bianca Scarlini, Tommaso Pasini and Roberto Navigli	N/A	long
Word class flexibility: A deep contextualized approach	Bai Li, Guillaume Thomas, Yang Xu and Frank Rudzicz	https://arxiv.org/abs/2009.09241	long
Word Rotator's Distance	Sho Yokoi, Ryo Takahashi, Reina Akama, Jun Suzuki and Kentaro Inui	https://arxiv.org/abs/2004.15003	long
Writing Strategies for Science Communication: Data and Computational Analysis	Tal August, Lauren Kim, Katharina Reinecke and Noah A. Smith	N/A	long
X-FACTR: Multilingual Factual Knowledge Retrieval from Pretrained Language Models	Zhengbao Jiang, Antonios Anastasopoulos, Jun Araki, Haibo Ding and Graham Neubig	https://deeplearn.org/arxiv/162500/multilingual-factual-knowledge-retrieval-from-pretrained-language-models	long
X-LXMERT: Paint, Caption and Answer Questions with Multi-Modal Transformers	Jaemin Cho, jiasen lu, Dustin Schwenk, Hannaneh Hajishirzi and Aniruddha Kembhavi	https://arxiv.org/abs/2009.11278	long
X-SRL: A Parallel Cross-Lingual Semantic Role Labeling Dataset	Angel Daza and Anette Frank	https://arxiv.org/abs/2010.01998	long
XCOPA: A Multilingual Dataset for Causal Commonsense Reasoning	Edoardo Maria Ponti, Goran Glavaš, Olga Majewska, Qianchu Liu, Ivan Vulić and Anna Korhonen	https://arxiv.org/abs/2005.00333	long
XGLUE: A New Benchmark Datasetfor Cross-lingual Pre-training, Understanding and Generation	Yaobo Liang, Nan Duan, Yeyun Gong, Ning Wu, Fenfei Guo, Weizhen Qi, Ming Gong, Linjun Shou, Daxin Jiang, Guihong Cao, Xiaodong Fan, Ruofei Zhang, Rahul Agrawal, Edward Cui, Sining Wei, Taroon Bharti, Ying Qiao, Jiun-Hung Chen, Winnie Wu, Shuguang Liu, Fan Yang, Daniel Campos, Rangan Majumder and Ming Zhou	https://arxiv.org/abs/2004.01401	long
XL-WiC: A Multilingual Benchmark for Evaluating Semantic Contextualization	Alessandro Raganato, Tommaso Pasini, Jose Camacho-Collados and Mohammad Taher Pilehvar	http://arxiv.org/abs/2010.06478	long
XXXXX: A Neural Framework for MT Evaluation	Ricardo Rei, Craig Stewart, Ana C Farinha and Alon Lavie	N/A	long
Zero-Shot Cross-Lingual Transfer with Meta Learning	Farhad Nooralahzadeh, Giannis Bekoulis, Johannes Bjerva and Isabelle Augenstein	https://arxiv.org/abs/2003.02739	long
Zero-Shot Crosslingual Sentence Simplification	Jonathan Mallinson, Rico Sennrich and Mirella Lapata	N/A	long
A Dual-generator Network for Text Style Transfer Applications	Xiao Li, Guanyi Chen, Chenghua Lin and Ruizhe Li	https://arxiv.org/pdf/1805.09987	short
A Preliminary Exploration of GANs for Keyphrase Generation	Avinash Swaminathan, Haimin Zhang, Debanjan Mahata, Rakesh Gosangi, Rajiv Ratn Shah and Amanda Stent	https://arxiv.org/abs/1909.12229	short
A Simple and Effective Model for Answering Multi-span Questions	Elad Segal, Avia Efrat, Mor Shoham, Amir Globerson and Jonathan Berant	https://arxiv.org/abs/1909.13375	short
A Simple Approach to Learning Unsupervised Multilingual Embeddings	Pratik Jawanpuria, Mayank Meghwanshi and Bamdev Mishra	https://arxiv.org/abs/2004.05991	short
A Simple Yet Strong Pipeline for HotpotQA	Dirk Groeneveld, Tushar Khot, Mausam - and Ashish Sabharwal	https://arxiv.org/abs/2004.06753	short
A Streaming Approach For Efficient Batched Beam Search	Kevin Yang, Violet Yao, John DeNero and Dan Klein	https://arxiv.org/abs/2010.02164	short
Ad-hoc Document Retrieval using Weak-Supervision with BERT and GPT2	Yosi Mass and Haggai Roitman	N/A	short
Adversarial Semantic Decoupling for Recognizing Open-Vocabulary Slots	Yuanmeng Yan, Keqing He, Hong Xu, Sihong Liu, Fanyu Meng, Min Hu and Weiran XU	N/A	short
AIN: Fast and Accurate Sequence Labeling with Approximate Inference Network	Xinyu Wang, Yong Jiang, Nguyen Bach, Tao Wang, Zhongqiang Huang, Fei Huang and Kewei Tu	https://arxiv.org/abs/2009.08229	short
An Effective Framework for Weakly-Supervised Phrase Grounding	Qinxin Wang, Hao Tan, Sheng Shen, Michael Mahoney and Zhewei Yao	https://arxiv.org/abs/2006.09920	short
An Element-aware Multi-representation Model for Law Article Prediction	Huilin Zhong, Junsheng Zhou, Weiguang QU, Yunfei Long and Yanhui Gu	N/A	short
An Empirical Study of Pre-trained Transformers for Arabic Information Extraction	Wuwei Lan, Yang Chen, Wei Xu and Alan Ritter	https://arxiv.org/pdf/2003.00104	short
An information theoretic view on selecting linguistic probes	Zining Zhu and Frank Rudzicz	https://arxiv.org/abs/2009.07364	short
Aspect Based Sentiment Analysis with Aspect-Specific Opinion Spans	Lu Xu, Lidong Bing, Wei Lu and Fei Huang	https://arxiv.org/abs/2010.02696	short
BAE: BERT-based Adversarial Examples for Text Classification	Siddhant Garg and Goutham Ramakrishnan	https://arxiv.org/abs/2004.01970	short
Beyond [CLS] through Ranking by Generation	Cícero Nogueira dos Santos, Xiaofei Ma, Ramesh Nallapati, zhiheng huang and Bing Xiang	https://arxiv.org/abs/2010.03073	short
Beyond Instructional Videos: Probing for More Diverse Visual-Textual Grounding on YouTube	Jack Hessel, Zhenhai Zhu, Bo Pang and Radu Soricut	https://arxiv.org/abs/2004.14338	short
Bio-Megatron: Larger Biomedical Domain Language Model	Hoo-Chang Shin, Yang Zhang, Evelina Bakhturina, Raul Puri, Mostofa Patwary, Mohammad Shoeybi and Raghav Mani	N/A	short
Birds have four legs?! NumerSense: Probing Numerical Commonsense Knowledge of Pre-trained Language Models	Bill Yuchen Lin, Seyeon Lee, Rahul Khanna and Xiang Ren	https://arxiv.org/abs/2005.00683	short
Bootstrapped Q-learning with Context Relevant Observation Pruning to Generalize in Text-based Games	Subhajit Chaudhury, Daiki Kimura, Kartik Talamadupula, Michiaki Tatsubori, Asim Munawar and Ryuki Tachibana	https://arxiv.org/abs/2009.11896	short
Calibration of Pre-trained Transformers	Shrey Desai and Greg Durrett	https://arxiv.org/abs/2003.07892	short
CAT-Gen: Improving Robustness in NLP Models via Controlled Adversarial Text Generation	Tianlu Wang, Xuezhi Wang, Yao Qin, Ben Packer, Kang Li, Jilin Chen, Alex Beutel and Ed Chi	https://arxiv.org/abs/2010.02338	short
COD3S: Diverse Generation with Discrete Semantic Signatures	Nathaniel Weir, João Sedoc and Benjamin Van Durme	https://arxiv.org/abs/2010.02882	short
Constrained Fact Verification for FEVER	Adithya Pratapa, Sai Muralidhar Jayanthi and Kavya Nerella	N/A	short
Conversational Document Prediction to Assist Customer Care Agents	Jatin Ganhotra, Haggai Roitman, Doron Cohen, Nathaniel Mills, Chulaka Gunasekara, Yosi Mass, Sachindra Joshi, Luis Lastras and David Konopnicki	https://arxiv.org/abs/2010.02305	short
Dats Wassup!!: Investigating African-American Vernacular English in Transformer-Based Text Generation	Sophie Groenwold, Lily Ou, Aesha Parekh, Samhita Honnavalli, Sharon Levy, Diba Mirza and William Yang Wang	https://arxiv.org/abs/2010.02510	short
Deconstructing word embedding algorithms	Kian Kenyon-Dean, Edward Newell and Jackie Chi Kit Cheung	https://arxiv.org/abs/1911.13280	short
Denoising Relation Extraction from Document-level Distant Supervision	Chaojun Xiao, Yuan Yao, Ruobing Xie, Xu Han, Zhiyuan Liu, Maosong Sun, Fen Lin and Leyu Lin	https://arxiv.org/abs/1805.10959	short
Detecting Independent Pronoun Bias with Partially-Synthetic Data Generation	Robert Munro and Alex (Carmen) Morrison	N/A	short
Distilling Structured Knowledge for Text-Based Relational Reasoning	Jin Dong, Marc-Antoine Rondeau and William L. Hamilton	https://arxiv.org/pdf/1912.08422	short
Do explicit alignments robustly improve massively multilingual encoders?	Shijie Wu and Mark Dredze	https://arxiv.org/abs/2010.02537	short
Does the Objective Matter? Comparing Training Objectives for Pronoun Resolution	Yordan Yordanov, Oana-Maria Camburu, Vid Kocijan and Thomas Lukasiewicz	https://arxiv.org/abs/2010.02570	short
Domain Adaptation of Thai Word Segmentation Models using Stacked Ensemble	Peerat Limkonchotiwat, Wannaphong Phatthiyaphaibun, Raheem Sarwar, Ekapol Chuangsuwanich and Sarana Nutanong	N/A	short
Don't Neglect the Obvious: On the Role of Unambiguous Words in Word Sense Disambiguation	Daniel Loureiro and Jose Camacho-Collados	https://arxiv.org/abs/2004.14325	short
Effectively pretraining a speech translation decoder with machine translation data	Ashkan Alinejad and Anoop Sarkar	N/A	short
Efficient One-Pass End-to-End Entity Linking for Questions	Belinda Z. Li, Sewon Min, Srinivasan Iyer, Yashar Mehdad and Wen-tau Yih	https://arxiv.org/abs/2010.02413	short
Emotion-Cause Pair Extraction as Sequence Labeling Based on A Novel Tagging Scheme	Chaofa Yuan, Chuang Fan, Jianzhu Bao and Ruifeng Xu	https://arxiv.org/abs/1906.01267	short
Event Detection: Gate Diversity and Syntactic Importance Scores for Graph Convolution Neural Networks	Viet Dac Lai, Tuan Ngo Nguyen and Thien Huu Nguyen	https://arxiv.org/abs/2002.10757	short
Exploiting Sentence Order in Document Alignment	Brian Thompson and Philipp Koehn	https://arxiv.org/abs/2004.14523	short
Exploring Contextualized Neural Language Models for Temporal Dependency Parsing	Hayley Ross, Jonathon Cai and Bonan Min	https://arxiv.org/abs/2004.14577	short
Exploring the Role of Argument Structure in Online Debate Persuasion	Jialu Li, Esin Durmus and Claire Cardie	https://arxiv.org/abs/2010.03538	short
Exposing Shallow Heuristics of Relation Extraction Models with Challenge Data	‫Shachar Rosenman, Alon Jacovi and Yoav Goldberg	https://arxiv.org/abs/2010.03656	short
Factual Error Correction for Abstractive Summarization Models	Meng Cao, Yue Dong, Jiapeng Wu and Jackie Chi Kit Cheung	https://arxiv.org/pdf/1910.12840	short
Finding Domain-Specific Grounding in Noisy Visual-Textual Documents	Gregory Yauney, Jack Hessel and David Mimno	N/A	short
Fortifying Toxic Speech Detectors Against Disguised Toxicity	Xiaochuang Han and Yulia Tsvetkov	https://arxiv.org/abs/2010.03154	short
Generating Label Cohesive and Well-Formed Adversarial Claims	Pepa Atanasova, Dustin Wright and Isabelle Augenstein	https://arxiv.org/abs/2009.08205	short
Hashtags, Emotions, and Comments: A Large-Scale Dataset to Understand Fine-Grained Social Emotions to Online Topics	Keyang Ding, Jing Li and Yuji Zhang	N/A	short
